H-1B Sponsorship Data- Healthcare & Public Health Administration FY'25 (Till 30-Sep-2025)  Prepared by : Srirams_chronicles,,,,,,,,,,,
This data is prepared based on the information in USCIS H1B Data website (Srirams_chronicles is not responsible for any unforeseen isssues with employers sponsoring H-1B),,,,,,,,,,,
Sl No,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
189,2025,COREWELL HEALTH,2353,62 - Health Care and Social Assistance,GRAND RAPIDS,MI,49503,8,0,10,0
190,2025,DEACONESS HOSPITAL INC,3390,62 - Health Care and Social Assistance,EVANSVILLE,IN,47710,8,0,0,0
191,2025,EMORY HEALTHCARE INC,7993,62 - Health Care and Social Assistance,ATLANTA,GA,30308,8,0,24,1
192,2025,HEBREW REHABILITATION CENTER,4298,62 - Health Care and Social Assistance,ROSLINDALE,MA,2131,8,0,1,0
193,2025,MCLAREN MEDICAL GROUP,8086,62 - Health Care and Social Assistance,FLINT,MI,48532,8,0,6,0
194,2025,NEW ENGLAND CENTER FOR CHILDREN INC,8762,92 - Public Administration,SOUTHBOROUGH,MA,1772,8,2,1,0
195,2025,NEWARK-WAYNE COMMUNITY HOSPITAL,4188,62 - Health Care and Social Assistance,ROCHESTER,NY,14617,8,0,0,0
196,2025,PHYSICAL THERAPY OF THE CITY PC DB,674,62 - Health Care and Social Assistance,BROOKLYN,NY,11214,8,0,1,0
197,2025,ROSWELL PARK CANCER INSTITUTE,2370,62 - Health Care and Social Assistance,BUFFALO,NY,14263,8,0,2,0
198,2025,SAINT FRANCIS HOSPITAL - EVANSTON LLC DBA SAINT FRANCIS HOSPITAL,1755,62 - Health Care and Social Assistance,ONTARIO,CA,91761,8,0,0,0
199,2025,SALEM HEALTH,9722,62 - Health Care and Social Assistance,SALEM,OR,97301,8,0,4,0
200,2025,SHANDS TEACHING HOSPITAL AND CLINICS INC DBA UF HEALTH SHANDS HOSPITA,3502,62 - Health Care and Social Assistance,GAINESVILLE,FL,32610,8,0,1,0
201,2025,SOUTHERN ILLINOIS MEDICAL SERVICES,1741,62 - Health Care and Social Assistance,CARBONDALE,IL,62901,8,0,2,0
202,2025,ST AGNES HEALTHCARE INC D B A ASCENSION SAINT AGNES HOSPITAL,1657,62 - Health Care and Social Assistance,BALTIMORE,MD,21229,8,1,0,0
203,2025,STONY BROOK UNIVERSITY HOSPITAL,3405,62 - Health Care and Social Assistance,STONY BROOK,NY,11794,8,0,0,0
204,2025,THE METHODIST HOSPITAL,155,62 - Health Care and Social Assistance,HOUSTON,TX,77054,8,0,4,0
205,2025,TUFTS MEDICAL CENTER INC,617,62 - Health Care and Social Assistance,BOSTON,MA,2111,8,0,3,1
206,2025,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,2538,62 - Health Care and Social Assistance,FRESNO,CA,93722,8,0,4,0
207,2025,UNIVERSITY OF LOUISVILLE PHYSICIANS INC,5560,62 - Health Care and Social Assistance,LOUISVILLE,KY,40202,8,0,6,0
208,2025,WYCKOFF HEIGHTS MEDICAL CENTER,1837,62 - Health Care and Social Assistance,BROOKLYN,NY,11237,8,0,2,0
209,2025,AB HEALTH CORP LLC,1271,62 - Health Care and Social Assistance,DALLAS,TX,75240,7,2,0,0
210,2025,APOGEE MEDICAL GROUP INC,6798,62 - Health Care and Social Assistance,DALLAS,TX,75225,7,0,0,0
211,2025,APOGEE MEDICAL GROUP WEST VIRGINIA PLLC,9199,62 - Health Care and Social Assistance,DALLAS,TX,75225,7,0,0,0
212,2025,ARKANSAS DEPARTMENT OF TRANSPORTATION,6844,92 - Public Administration,LITTLE ROCK,AR,72209,7,0,0,0
213,2025,BAYHEALTH MEDICAL CENTER INC,4318,62 - Health Care and Social Assistance,DOVER,DE,19901,7,0,0,0
214,2025,BRIGHAM AND WOMENS PHYSICIAN ORGANIZATION,6314,62 - Health Care and Social Assistance,SOMERVILLE,MA,2145,7,0,1,0
215,2025,BROWN MEDICINE,410,62 - Health Care and Social Assistance,PROVIDENCE,RI,2903,7,0,5,0
216,2025,DRISCOLL CHILDRENS HOSPITAL,7746,62 - Health Care and Social Assistance,CORPUS CHRISTI,TX,78411,7,0,1,0
217,2025,EATING RECOVERY CENTER LLC DBA PATHLIGHT BEHAVIORAL HEALTH,4358,62 - Health Care and Social Assistance,AKRON,OH,44308,7,0,0,0
218,2025,GEISINGER CLINIC,1113,62 - Health Care and Social Assistance,DANVILLE,PA,17822,7,0,10,0
219,2025,GROUP HEALTH INC DBA HEALTHPARTNERS,7853,62 - Health Care and Social Assistance,BLOOMINGTON,MN,55425,7,0,12,0
220,2025,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE LIFETIME CANCER SC,8640,62 - Health Care and Social Assistance,TAMPA,FL,33612,7,0,7,0
221,2025,INDEPENDENT PHYSICIANS RESOURCE INC,7138,62 - Health Care and Social Assistance,ATLANTA,GA,30328,7,0,1,0
222,2025,J C BLAIRE HOSPITAL D B A PENN HIGHLANDS HUNTINGDON,2159,62 - Health Care and Social Assistance,HUNTINGDON,PA,16652,7,0,0,0
223,2025,LAKELAND HOSPITALS AT NILES AND ST JOSEPH INC,6872,62 - Health Care and Social Assistance,GRAND RAPIDS,MI,49503,7,0,1,0
224,2025,MAINEHEALTH,8552,62 - Health Care and Social Assistance,PORTLAND,ME,4101,7,0,3,0
225,2025,MONONGAHELA VALLEY HOSPITAL D B A PENN HIGHLANDS MON VALLEY,8917,62 - Health Care and Social Assistance,MONONGAHELA,PA,15063,7,0,0,0
226,2025,MONTEFIORE ST LUKES CORNWALL,54,62 - Health Care and Social Assistance,NEWBURGH,NY,12550,7,0,0,0
227,2025,MULTICARE HEALTH SYSTEM,2172,62 - Health Care and Social Assistance,TACOMA,WA,98402,7,0,3,0
228,2025,OHIOHEALTH PHYSICIAN GROUP INC,1965,62 - Health Care and Social Assistance,COLUMBUS,OH,43202,7,0,6,0
229,2025,ORLANDO HEALTH INC,6273,62 - Health Care and Social Assistance,ORLANDO,FL,32806,7,0,4,0
230,2025,PENN STATE HEALTH COMMUNITY MEDICAL GROUP LLC,6099,62 - Health Care and Social Assistance,HERSHEY,PA,17033,7,0,4,0
231,2025,PHOENIXVILLE HOSPITAL LLC,2413,62 - Health Care and Social Assistance,WEST READING,PA,19611,7,0,0,0
232,2025,PRESENCE CHICAGO HOSPITALS NETWORK DBA ASCENSION SAINT JOSEPH CHICAGO,5165,62 - Health Care and Social Assistance,CHICAGO,IL,60657,7,0,1,0
233,2025,PRISTINE REHAB CARE LLC,2608,62 - Health Care and Social Assistance,DIAMOND BAR,CA,91765,7,1,9,0
234,2025,SAINT PETERS UNIVERSITY HOSPITAL INC,7330,62 - Health Care and Social Assistance,NEW BRUNSWICK,NJ,8901,7,0,1,0
235,2025,SANFORD,8956,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57104,7,0,3,1
236,2025,SANFORD CLINIC,7693,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57104,7,0,0,0
237,2025,ST MARYS HEALTHCARE,7719,62 - Health Care and Social Assistance,AMSTERDAM,NY,12010,7,0,0,0
238,2025,STAFFCO OF BROOKLYN LLC,4501,62 - Health Care and Social Assistance,SOUTHAMPTON,NY,11968,7,0,0,0
239,2025,SUSQUEHANNA PHYSICIAN SERVICES,9454,62 - Health Care and Social Assistance,PITTSBURGH,PA,15219,7,0,0,0
240,2025,THE CLIFTON SPRINGS SANITARIUM COMPANY D B A CLIFTON SPRINGS HOSPITAL,3966,62 - Health Care and Social Assistance,ROCHESTER,NY,14617,7,0,0,0
241,2025,THE MOSES H CONE MEMORIAL HOSPITAL OPERATING CORPORATION D B A CONE H,8823,62 - Health Care and Social Assistance,GREENSBORO,NC,27401,7,0,1,0
242,2025,UNIVERSITY OF MINNESOTA PHYSICIANS,3943,62 - Health Care and Social Assistance,MINNEAPOLIS,MN,55414,7,0,6,0
243,2025,ALEGENT CREIGHTON CLINIC,5154,62 - Health Care and Social Assistance,OMAHA,NE,68154,6,0,3,0
244,2025,APOGEE MEDICAL GROUP NORTH CAROLINA PC,4661,62 - Health Care and Social Assistance,DALLAS,TX,75225,6,0,0,0
245,2025,APOGEE MEDICAL GROUP VIRGINIA PC,1465,62 - Health Care and Social Assistance,DALLAS,TX,75225,6,0,0,0
246,2025,ATI HOLDINGS LLC,9466,62 - Health Care and Social Assistance,DOWNERS GROVE,IL,60515,6,0,6,0
247,2025,AU MEDICAL ASSOCIATES INC,5892,62 - Health Care and Social Assistance,AUGUSTA,GA,30912,6,0,2,0
248,2025,AVERA MCKENNAN,4743,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57105,6,0,5,0
249,2025,BANNER MEDICAL GROUP,2830,62 - Health Care and Social Assistance,PHOENIX,AZ,85012,6,0,6,0
250,2025,BAYLOR SCOTT AND WHITE HEALTH,1350,62 - Health Care and Social Assistance,DALLAS,TX,75246,6,0,0,0
251,2025,BILINGUALS INC. DBA ACHIEVE BEYOND,7484,62 - Health Care and Social Assistance,FOREST HILLS,NY,11375,6,0,1,0
252,2025,BOARD OF GOVERNORS OF THE FRS,2454,92 - Public Administration,WASHINGTON,DC,20551,6,0,1,0
253,2025,BRIGHAM AND WOMENS HOSPITAL,2909,62 - Health Care and Social Assistance,BOSTON,MA,2115,6,0,1,0
254,2025,CARILION MEDICAL CENTER,6332,62 - Health Care and Social Assistance,ROANOKE,VA,24014,6,0,2,0
255,2025,CHRISTIANA CARE HEALTH SERVICES INC,3684,62 - Health Care and Social Assistance,WILMINGTON,DE,19803,6,0,19,0
256,2025,CLEVELAND CLINIC AKRON GENERAL,4478,62 - Health Care and Social Assistance,CLEVELAND,OH,44195,6,0,0,0
257,2025,DEAN HEALTH SYSTEMS INC D B A SSM HEALTH DEAN MEDICAL GROUP,8616,62 - Health Care and Social Assistance,MADISON,WI,53713,6,0,0,0
258,2025,DEVANSH LAB WERKS INC,4194,62 - Health Care and Social Assistance,HOMEWOOD,AL,35209,6,0,1,0
259,2025,DIGNITY HEALTH,6203,62 - Health Care and Social Assistance,PHOENIX,AZ,85013,6,0,8,0
260,2025,FATHER FLANAGANS BOYS HOME D B A BOYS TOWN NATIONAL RESEARCH HOSPITAL,6606,62 - Health Care and Social Assistance,BOYS TOWN,NE,68010,6,0,1,0
261,2025,HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL C,8204,62 - Health Care and Social Assistance,WOBURN,MA,1801,6,0,9,0
262,2025,HENNEPIN HEALTHCARE SYSTEM INC,7837,62 - Health Care and Social Assistance,MINNEAPOLIS,MN,55415,6,0,1,0
263,2025,KALEIDA HEALTH,3232,62 - Health Care and Social Assistance,BUFFALO,NY,14203,6,0,6,0
264,2025,LAFAYETTE HEALTH VENTURES INC,6966,62 - Health Care and Social Assistance,LAFAYETTE,LA,70503,6,0,0,0
265,2025,MCLEAN HOSPITAL,7981,62 - Health Care and Social Assistance,SOMERVILLE,MA,2145,6,0,3,0
266,2025,MEDICAL FACULTY ASSOCIATES INC,700,62 - Health Care and Social Assistance,WASHINGTON,DC,20037,6,0,0,0
267,2025,METROPOLITAN AREA PLANNING COUNCIL,2296,92 - Public Administration,BOSTON,MA,2111,6,0,0,0
268,2025,MONUMENT HEALTH RAPID CITY HOSPITAL INC,9070,62 - Health Care and Social Assistance,RAPID CITY,SD,57701,6,0,5,0
269,2025,NICHOLAS H NOYES MEMORIAL HOSPITAL,3979,62 - Health Care and Social Assistance,DANSVILLE,NY,14437,6,0,0,0
270,2025,NICKLAUS CHILDRENS PEDIATRIC SPECIALISTS LLC,6071,62 - Health Care and Social Assistance,MIAMI,FL,33155,6,0,0,0
271,2025,NORTHEAST MONTANA HEALTH SERVICES,6578,62 - Health Care and Social Assistance,WOLF POINT,MT,59201,6,0,0,0
272,2025,PARKVIEW HEALTH SYSTEM INC,2384,62 - Health Care and Social Assistance,FORT WAYNE,IN,46808,6,0,3,0
273,2025,PENN STATE MILTON S HERSHEY MEDICAL CENTER,4772,62 - Health Care and Social Assistance,HERSHEY,PA,17033,6,0,4,0
274,2025,PHYSICAL THERAPY OF NEW YORK PC DB,5289,62 - Health Care and Social Assistance,BROOKLYN,NY,11235,6,0,0,0
275,2025,SAINT ANTHONY HOSPITAL,7097,62 - Health Care and Social Assistance,CHICAGO,IL,60623,6,0,0,0
276,2025,SAINT FRANCIS HEALTH SYSTEM,1972,62 - Health Care and Social Assistance,TULSA,OK,74136,6,0,6,0
277,2025,SENTARA MEDICAL GROUP,7184,62 - Health Care and Social Assistance,VIRGINIA BEACH,VA,23464,6,0,3,0
278,2025,SOUND PHYSICIANS OF ILLINOIS LLC,1214,62 - Health Care and Social Assistance,BRENTWOOD,TN,37027,6,0,4,0
279,2025,SOUTH BROWARD HOSPITAL DISTRICT D B A MEMORIAL HEALTHCARE SYSTEM,4973,62 - Health Care and Social Assistance,HOLLYWOOD,FL,33312,6,0,0,0
280,2025,"SOUTHEAST IOWA REGIONAL MEDICAL CENTER, INC.",407,62 - Health Care and Social Assistance,WEST BURLINGTON,IA,52655,6,0,1,0
281,2025,SOUTHEASTERN HOSPITALIST SERVICES PC,6579,62 - Health Care and Social Assistance,KNOXVILLE,TN,37919,6,0,5,0
282,2025,ST JUDE CHILDRENS RESEARCH HOSPITA,6012,62 - Health Care and Social Assistance,MEMPHIS,TN,38105,6,1,19,1
283,2025,SVMC HOLDINGS INC,272,62 - Health Care and Social Assistance,BRIDGEPORT,CT,6606,6,0,0,0
284,2025,THE ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA COUNTY I,2491,62 - Health Care and Social Assistance,SAN JOSE,CA,95128,6,1,2,0
285,2025,THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY D B A ATRIUM HEALTH,9945,62 - Health Care and Social Assistance,CHARLOTTE,NC,28208,6,0,8,1
286,2025,THE RUTLAND HOSPITAL INC D B A RUTLAND REGIONAL MEDICAL CENTER,3483,62 - Health Care and Social Assistance,RUTLAND,VT,5701,6,0,1,0
287,2025,TRIHEALTH INC,8846,62 - Health Care and Social Assistance,CINCINNATI,OH,45202,6,0,0,0
288,2025,UMASS MEMORIAL MEDICAL GROUP INC,1067,62 - Health Care and Social Assistance,WORCESTER,MA,1605,6,1,6,0
289,2025,UNIVERSITY MEDICAL CENTER INC D B A UOFL HEALTH - UOFL HOSPITAL,3786,62 - Health Care and Social Assistance,LOUISVILLE,KY,40202,6,0,1,0
290,2025,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,2374,62 - Health Care and Social Assistance,NEW YORK,NY,10002,6,0,1,0
291,2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",5440,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,6,0,0,0
292,2025,24 ON PHYSICIANS PC,9828,62 - Health Care and Social Assistance,ALPHARETTA,GA,30004,5,0,0,0
293,2025,ACADEMIC MEDICINE SERVICES INC D B A UBMD INTERNAL MEDICINE,5134,62 - Health Care and Social Assistance,AMHERST,NY,14226,5,0,2,0
294,2025,ADA S MCKINLEY COMMUNITY SERVICES INC.,4820,62 - Health Care and Social Assistance,CHICAGO,IL,60607,5,0,0,0
295,2025,ADULT AND CHILD MENTAL HEALTH CENTER INC,4713,62 - Health Care and Social Assistance,INDIANAPOLIS,IN,46227,5,0,0,0
296,2025,ADVENTIST HEALTH SYSTEM WEST,4589,62 - Health Care and Social Assistance,ROSEVILLE,CA,95661,5,0,0,0
297,2025,AFFINITY PHYSICIANS LLC D B A CARE NEW ENGLAND MEDICAL GROUP LLC,7996,62 - Health Care and Social Assistance,WARWICK,RI,2886,5,0,6,0
298,2025,ALBANY MEDICAL CENTER,8307,62 - Health Care and Social Assistance,ALBANY,NY,12208,5,0,0,0
299,2025,ASCENSION MEDICAL GROUP - SOUTHEAST WISCONSIN INC,1586,62 - Health Care and Social Assistance,GLENDALE,WI,53212,5,0,1,0
300,2025,AVERA ST LUKES HOSPITAL,4598,62 - Health Care and Social Assistance,ABERDEEN,SD,57401,5,0,0,0
301,2025,BARNES-JEWISH HOSPITAL,9937,62 - Health Care and Social Assistance,ST LOUIS,MO,63110,5,0,7,1
302,2025,BILINGUALS INC DBA ACHIEVE BEYOND,7484,62 - Health Care and Social Assistance,FOREST HILLS,NY,11375,5,0,7,0
303,2025,CAMARENA HEALTH,3904,62 - Health Care and Social Assistance,MADERA,CA,93637,5,0,1,0
304,2025,CARLE HEALTH CARE INCORPORATED D B A CARLE HEALTH MEDICAL GROUP,16,62 - Health Care and Social Assistance,CHAMPAIGN,IL,61822,5,0,0,0
305,2025,CARY MEDICAL CENTER,375,62 - Health Care and Social Assistance,CARIBOU,ME,4736,5,0,0,0
306,2025,CATHOLIC HEALTH SYSTEM INC,5278,62 - Health Care and Social Assistance,BUFFALO,NY,14203,5,0,8,0
307,2025,CENTRA MEDICAL GROUP LLC,9329,62 - Health Care and Social Assistance,LYNCHBURG,VA,24501,5,0,1,0
308,2025,CONNECTICUT DEPARTMENT OF TRANSPORTATION,798,92 - Public Administration,NEWINGTON,CT,6111,5,0,0,0
309,2025,EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,86,62 - Health Care and Social Assistance,PHILADELPHIA,PA,19141,5,0,0,0
310,2025,ENHANCE THERAPIES MASTER PAYCO LLC,2580,62 - Health Care and Social Assistance,LAKEWOOD,NJ,8701,5,0,1,1
311,2025,FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA INC,1273,62 - Health Care and Social Assistance,FORT MYERS,FL,33913,5,0,2,0
312,2025,FULGENT THERAPEUTICS LLC,50,62 - Health Care and Social Assistance,EL MONTE,CA,91731,5,0,3,0
313,2025,GEISINGER SYSTEM SERVICES,4794,62 - Health Care and Social Assistance,DANVILLE,PA,17822,5,0,12,0
314,2025,HAMILTON-MADISON HOUSE,2412,62 - Health Care and Social Assistance,NEW YORK,NY,10002,5,0,1,0
315,2025,"HOLYOKE MEDICAL CENTER, INC.",73,62 - Health Care and Social Assistance,HOLYOKE,MA,1040,5,0,3,0
316,2025,INOVA HEALTH CARE SERVICES D B A INOVA HEALTH SYSTEM,889,62 - Health Care and Social Assistance,FALLS CHURCH,VA,22042,5,0,0,0
317,2025,KEYSTONE RURAL HEALTH CENTER,6810,62 - Health Care and Social Assistance,CHAMBERSBURG,PA,17201,5,0,1,0
318,2025,LABORATORY CORPORATION OF AMERICA,1484,62 - Health Care and Social Assistance,BURLINGTON,NC,27215,5,0,0,0
319,2025,MCGAW MEDICAL CENTER OF NORTHWESTERN UNIVERSITY,6113,62 - Health Care and Social Assistance,CHICAGO,IL,60611,5,0,4,0
320,2025,MERCY CLINIC SPRINGFIELD COMMUNITIES,263,62 - Health Care and Social Assistance,SPRINGFIELD,MO,65804,5,0,5,0
321,2025,MOSAIC HEALTH SYSTEM,3316,62 - Health Care and Social Assistance,ST JOSEPH,MO,64506,5,0,8,0
322,2025,MYMICHIGAN MEDICAL CENTER MIDLAND,3014,62 - Health Care and Social Assistance,MIDLAND,MI,48670,5,0,0,0
323,2025,NEW YORK BLOOD CENTER,9477,62 - Health Care and Social Assistance,NEW YORK,NY,10065,5,0,2,0
324,2025,NORTHERN ARIZONA HEALTHCARE CORPOR,946,62 - Health Care and Social Assistance,FLAGSTAFF,AZ,86001,5,0,0,0
325,2025,PARKLAND HEALTH CENTER,2368,62 - Health Care and Social Assistance,FARMINGTON,MO,63640,5,0,1,0
326,2025,PHYSICIANS NETWORK MEDICAL GROUP INC D B A ADVENTIST HEALTH MEDICAL G,6074,62 - Health Care and Social Assistance,ROSEVILLE,CA,95661,5,0,3,0
327,2025,PIONEER MEDICAL GROUP PL,9554,62 - Health Care and Social Assistance,TAMPA,FL,33637,5,0,1,0
328,2025,PRIME HEALTHCARE SERVICES - MONTCLAIR LLC DBA MONTCLAIR HOSPITAL MEDI,8771,62 - Health Care and Social Assistance,ONTARIO,CA,91761,5,0,1,0
329,2025,PRISMA HEALTH MEDICAL GROUP - MIDLANDS,5819,62 - Health Care and Social Assistance,GREENVILLE,SC,29615,5,0,5,0
330,2025,PROVIDENCE HEALTH AND SERVICES - WASHINGTON,6732,62 - Health Care and Social Assistance,RENTON,WA,98057,5,0,6,0
331,2025,SAGEBRUSH HEALTH SERVICES,7450,62 - Health Care and Social Assistance,LAS VEGAS,NV,89113,5,0,0,0
332,2025,SANFORD CLINIC,7693,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57105,5,0,7,1
333,2025,SHANDS TEACHING HOSPITAL AND CLINICS INC DBA UF HEALTH SHANDS HOSPITA,3502,62 - Health Care and Social Assistance,GAINESVILLE,FL,32608,5,0,2,0
334,2025,SINAI HOSPITAL OF BALTIMORE INC,6540,62 - Health Care and Social Assistance,OWINGS MILLS,MD,21117,5,1,1,0
335,2025,SOUTH GEORGIA MEDICAL CENTER INC,4839,62 - Health Care and Social Assistance,VALDOSTA,GA,31602,5,0,2,0
336,2025,SSM HEALTH CARE ST LOUIS D B A SSM HEALTH ST MARYS HOSPITAL-ST LOUIS,3281,62 - Health Care and Social Assistance,ST LOUIS,MO,63117,5,0,2,0
337,2025,ST LUKES HOMES INC,7147,62 - Health Care and Social Assistance,DICKINSON,ND,58601,5,1,0,0
338,2025,STANFORD HEALTH CARE,4066,62 - Health Care and Social Assistance,PALO ALTO,CA,94303,5,0,21,0
339,2025,THE STAMFORD HOSPITAL,6917,62 - Health Care and Social Assistance,STAMFORD,CT,6902,5,0,6,0
340,2025,TMH PHYSICIAN ORGANIZATION,1170,62 - Health Care and Social Assistance,HOUSTON,TX,77054,5,0,2,0
341,2025,UPMC ALTOONA,2155,62 - Health Care and Social Assistance,PITTSBURGH,PA,15219,5,0,3,0
342,2025,"VERSITI WISCONSIN, INC.",7235,62 - Health Care and Social Assistance,MILWAUKEE,WI,53226,5,0,0,0
343,2025,WASHINGTON STATE DEPARTMENT OF ECOLOGY,1063,92 - Public Administration,LACEY,WA,98503,5,0,2,0
344,2025,WAYSIDE YOUTH AND FAMILY SUPPORT NETWORK INC,450,62 - Health Care and Social Assistance,FRAMINGHAM,MA,1701,5,0,1,0
345,2025,WELLSPAN GOOD SAMARITAN HOSPITAL AS PART OF WELLSPAN HEALTH,4160,62 - Health Care and Social Assistance,YORK,PA,17405,5,0,4,0
346,2025,WELLSPAN YORK HOSPITAL,2222,62 - Health Care and Social Assistance,YORK,PA,17405,5,0,3,1
347,2025,WELLSTAR MEDICAL GROUP LLC,8647,62 - Health Care and Social Assistance,MARIETTA,GA,30062,5,0,4,0
348,2025,WEST RIVER HEALTH SERVICES,688,62 - Health Care and Social Assistance,HETTINGER,ND,58639,5,0,2,0
349,2025,YAI-NATIONAL INSTITUTE FOR PEOPLE WITH DISABILITIES,172,62 - Health Care and Social Assistance,NEW YORK,NY,10017,5,1,4,0
350,2025,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP D B A ADVENTHEALTH,12,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32701,4,0,0,0
351,2025,AHRC NYC,6746,62 - Health Care and Social Assistance,NEW YORK,NY,10038,4,0,3,0
352,2025,AHS HOSPITAL CORP,8352,62 - Health Care and Social Assistance,MORRISTOWN,NJ,7960,4,0,4,0
353,2025,ALLEGHENY CLINIC,8458,62 - Health Care and Social Assistance,PITTSBURGH,PA,15212,4,0,3,1
354,2025,ASANTE PHYSICIAN PARTNERS,9354,62 - Health Care and Social Assistance,MEDFORD,OR,97504,4,0,3,0
355,2025,AUBURN COMMUNITY HOSPITAL,2054,62 - Health Care and Social Assistance,AUBURN,NY,13021,4,0,0,0
356,2025,BAPTIST HEALTH MEDICAL GROUP INC,7203,62 - Health Care and Social Assistance,LOUISVILLE,KY,40223,4,0,0,0
357,2025,BULLHEAD CITY CLINIC CORPORATION,3363,62 - Health Care and Social Assistance,BULLHEAD CITY,AZ,86442,4,0,0,0
358,2025,CALIFORNIA PUBLIC UTILITIES COMMISSION,1353,92 - Public Administration,SACRAMENTO,CA,95811,4,0,1,0
359,2025,CAROLINAS PHYSICIANS NETWORK INC D B A ATRIUM HEALTH MEDICAL GROUP,7838,62 - Health Care and Social Assistance,CHARLOTTE,NC,28208,4,0,11,0
360,2025,CHILDRENS HOSPITAL OF ORANGE COUNT,1786,62 - Health Care and Social Assistance,ORANGE,CA,92868,4,0,0,0
361,2025,CHILDRENS PHYSICIAN SERVICES OF SOUTH TEXAS,408,62 - Health Care and Social Assistance,CORPUS CHRISTI,TX,78411,4,0,4,0
362,2025,CLINICAS DEL CAMINO REAL INC,7147,62 - Health Care and Social Assistance,CAMARILLO,CA,93012,4,0,2,0
363,2025,COMMONWEALTH HEALTHCARE CORPORATION,4364,62 - Health Care and Social Assistance,SAIPAN,MP,96950,4,0,2,0
364,2025,COMMUNITY PRESCHOOLS FOUNDATION,4352,62 - Health Care and Social Assistance,HOUSTON,TX,77018,4,1,0,0
365,2025,COMMUNITYCARE HMO INC,3979,62 - Health Care and Social Assistance,TULSA,OK,74103,4,0,0,0
366,2025,COMPASS HEALTH,810,62 - Health Care and Social Assistance,EVERETT,WA,98203,4,0,0,0
367,2025,COMPASSIONATE CARE SERVICES LLC,1969,62 - Health Care and Social Assistance,FORT WAYNE,IN,46815,4,0,0,0
368,2025,COVENANT MEDICAL CENTER INC D B A COVENANT HEALTHCARE,9438,62 - Health Care and Social Assistance,SAGINAW,MI,48602,4,0,3,0
369,2025,COVENANT MEDICAL GROUP,3883,62 - Health Care and Social Assistance,RENTON,WA,98057,4,0,0,0
370,2025,DECATUR MEMORIAL HOSPITAL,1199,62 - Health Care and Social Assistance,DECATUR,IL,62526,4,0,1,0
371,2025,ECM HEALTH GROUP LLC,1796,62 - Health Care and Social Assistance,BRENTWOOD,TN,37072,4,0,0,0
372,2025,ELICA HEALTH CENTERS,4390,62 - Health Care and Social Assistance,SACRAMENTO,CA,95825,4,0,1,0
373,2025,ELLIS HOSPITAL,8428,62 - Health Care and Social Assistance,SCHENECTADY,NY,12308,4,0,0,0
374,2025,ESSEN MEDICAL ASSOCIATES P C,1863,62 - Health Care and Social Assistance,BRONX,NY,10461,4,0,1,0
375,2025,EXTENSIVE CARE PT PC,2575,62 - Health Care and Social Assistance,BROOKLYN,NY,11797,4,0,0,0
376,2025,FLORIDA HEALTH SCIENCES CENTER INC,8145,62 - Health Care and Social Assistance,TAMPA,FL,33606,4,0,2,0
377,2025,FLORIDA HOSPITAL HEALTHCARE PARTNERS INC D B A ADVENTHEALTH MEDICAL G,4804,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32701,4,0,0,0
378,2025,FOUNDATION MEDICINE INC,6416,62 - Health Care and Social Assistance,BOSTON,MA,2210,4,0,1,0
379,2025,GENERAL HOSP CORP D B A MASS GENER,7983,62 - Health Care and Social Assistance,SOMERVILLE,MA,2145,4,0,6,0
380,2025,GOOD SAMARITAN HOSPITAL,9755,62 - Health Care and Social Assistance,KEARNEY,NE,68847,4,0,0,0
381,2025,HOSPITAL MEDICINE SERVICES OF NH LLC,6564,62 - Health Care and Social Assistance,NASHVILLE,TN,37203,4,0,0,0
382,2025,HOSPITAL PHYSICIAN SERVICES OF FLORIDA P A,368,62 - Health Care and Social Assistance,KNOXVILLE,TN,37919,4,0,0,0
383,2025,HOSPITALIST MEDICINE PHYSICIANS OF CALIFORNIA INC D B A SOUND PHYSICI,1522,62 - Health Care and Social Assistance,BRENTWOOD,TN,37027,4,0,4,0
384,2025,HOSPITALIST MEDICINE PHYSICIANS OF VIRGINIA LLC D B A SOUND PHYSICIAN,7039,62 - Health Care and Social Assistance,BRENTWOOD,TN,37027,4,0,1,0
